event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes,phs_relevant,allocated_status
S6W-24286,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it can provide an update on the Scottish Human Rights Commission investigation into human rights issues in the Highlands and Islands region.,FALSE,,,,No,unallocated
S6W-24284,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government what guidance it has offered to local authorities to help schools lower their food waste in line with its commitment to reduce food waste by one third by 2025.,FALSE,,,,No,unallocated
S6W-24283,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government how many new affordable homes it estimates will be built in the Highlands and Islands region in each of the next 10 years.,FALSE,,,,No,unallocated
S6W-24296,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it will confirm all costs associated with the launch event for the Scottish Affairs Office in China.,FALSE,,,,No,unallocated
S6W-24282,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether it will provide details of the Affordable Housing Supply Programme budget for (a) 2023-24 and (b) 2024-25, broken down by parliamentary region.",FALSE,,,,No,unallocated
S6W-24261,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what its response is to the findings of a recent survey published by Construction Industry Collective Voice (CICV) that 58% of CICV members in Scotland faced unexplained payment reductions either “very often” or “often”, thus intensifying their financial challenges.",FALSE,,,,No,unallocated
S6W-24259,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what its response is to the findings of a recent survey published by Construction Industry Collective Voice (CICV) that 79% of CICV members in Scotland reported receiving payments later than the agreed payment terms “very often” or “often”.,FALSE,,,,No,unallocated
S6W-24275,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government what support it is giving to living heritage organisations.,FALSE,,,,No,unallocated
S6W-24301,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it will confirm all costs associated with the launch event for the Scottish Affairs Office in Brussels.,FALSE,,,,No,unallocated
S6W-24288,2024-01-17T00:00:00Z,,2024-01-03T16:28:34Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether it can provide details of how it ensures that (a) schools, (b) colleges and (c) universities promote Intangible Culture Heritage principles in all relevant materials.",FALSE,,,,No,unallocated
S6W-24299,2024-01-17T00:00:00Z,,2024-01-03T16:28:34Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it will confirm all costs associated with the launch event for the Scottish Affairs Office in Paris.,FALSE,,,,No,unallocated
S6W-24276,2024-01-17T00:00:00Z,,2024-01-03T16:28:34Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government what plans it has to develop a legal framework regarding Scottish living heritage.,FALSE,,,,No,unallocated
S6W-24289,2024-01-17T00:00:00Z,,2024-01-03T16:28:34Z,Donald Cameron,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it can provide details of how it works with community groups to promote Intangible Culture Heritage principles.,FALSE,,,,No,unallocated
S6W-24294,2024-01-17T00:00:00Z,,2024-01-03T16:28:33Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what steps it is taking to ensure that the commitments made to GP contractors in The National Code of Practice for GP premises are being upheld.,TRUE,Primary Care GP,Information,,Yes,allocated
S6W-24348,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Kenneth Gibson,Scottish National Party,Cunninghame North,To ask the Scottish Government what steps the NHS takes to retrieve equipment that it has loaned to patients.,TRUE,,,,No,unallocated
S6W-24350,2024-01-18T00:00:00Z,,2024-01-04T16:10:15Z,Kenneth Gibson,Scottish National Party,Cunninghame North,"To ask the Scottish Government what value of NHS equipment loaned to patients has been written off in the last year for which figures are available, broken down by NHS board.",TRUE,,,,No,unallocated
S6W-24349,2024-01-18T00:00:00Z,,2024-01-04T16:10:16Z,Kenneth Gibson,Scottish National Party,Cunninghame North,To ask the Scottish Government what the value is of equipment that has been loaned to patients by each NHS board in the last year for which figures are available.,TRUE,,,,No,unallocated
S6W-24347,2024-01-18T00:00:00Z,,2024-01-04T16:10:16Z,Kenneth Gibson,Scottish National Party,Cunninghame North,To ask the Scottish Government for what reason it is reportedly difficult for patients to return NHS equipment that they have been loaned back to the NHS board.,TRUE,,,,No,unallocated
S6W-24357,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what discussions it had with its New Deal For Business Group's Non-Domestic Rates sub-group regarding the possible introduction of a non-domestic rates public health supplement on retailers, prior to the announcement in the 2024-25 Budget.",TRUE,,,,No,unallocated
S6W-24355,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what discussions it had with its Retail Industry Leadership Group regarding the possible introduction of a non-domestic rates public health supplement on retailers, prior to the announcement in the 2024-25 Budget.",TRUE,,,,No,unallocated
S6W-24356,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what discussions it had with its Tax Advisory Group regarding the possible introduction of a non-domestic rates public health supplement on retailers, prior to the announcement in the 2024-25 Budget.",TRUE,,,,No,unallocated
S6W-24345,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,To ask the Scottish Government what plans it has to propose a debate in the Parliament on Public Petition PE1859.,FALSE,,,,No,unallocated
S6W-24346,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what consideration it has given to amending the Animals and Wildlife (Penalties, Protections and Powers) (Scotland) Act 2020 to allow mountain hares to be hunted for the purposes of falconry.",FALSE,,,,No,unallocated
S6W-24344,2024-01-18T00:00:00Z,,2024-01-04T16:10:15Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government, further to the answer to question S6W-12917 by Jenny Gilruth on 21 December 2022, whether it has now finalised what the £200 million of funding on page 11 of the Scotland's Railway July 2022 publication, Enhancements Delivery Plan, will be spent on, and by when, and, if not, when it anticipates it will.",FALSE,,,"S6W-12917: To ask the Scottish Government, in light of the reference to its announcement of an additional £200 million of funding on page 11 of the Scotland's Railway July 2022 publication, Enhancements Delivery Plan, when it anticipates it will have distributed all of this funding, and whether it will provide details of exactly what the funding will be spent on.",No,unallocated
S6W-24337,2024-01-18T00:00:00Z,,2024-01-04T16:10:16Z,Kenneth Gibson,Scottish National Party,Cunninghame North,To ask the Scottish Government how much it has invested in flood prevention in each year since 1999.,FALSE,,,,No,unallocated
S6W-24354,2024-01-19T00:00:00Z,,2024-01-05T15:28:26Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government whether it will provide a breakdown of any allocations made as part of the Green Jobs Fund proposals that were set out in its Programme for Government 2021-22.,FALSE,,,,No,unallocated
S6W-24353,2024-01-19T00:00:00Z,,2024-01-05T15:28:26Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government whether it remains committed to delivering a Green Jobs Fund of £100 million to the five-year timescale set out in its Programme for Government 2020-21.,FALSE,,,,No,unallocated
S6W-24352,2024-01-19T00:00:00Z,,2024-01-05T15:28:26Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government how many jobs have been created to date through its Green Jobs Fund, broken down by the year in which the jobs were created.",FALSE,,,,No,unallocated
S6W-24371,2024-01-19T00:00:00Z,,2024-01-05T16:41:39Z,Keith Brown,Scottish National Party,Clackmannanshire and Dunblane,To ask the Scottish Government what assessment it has made of the potential impact of independence on Scotland’s economy.,FALSE,,,,No,unallocated
S6W-24367,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,"To ask the Scottish Government what engagement it has had with the UK Government regarding the potential impact in Scotland of any increased freight shipping costs resulting from the reported attacks on merchant vessels in the Red Sea, Gulf of Aden and Arabian Sea areas.",FALSE,,,,No,unallocated
S6T-01726,2024-01-09T00:00:00Z,2024-01-09T00:00:00Z,2024-01-08T15:48:16Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government what action it can take to ensure that all people who were potentially wrongfully convicted as a result of the reported Horizon scandal are supported in coming forward if they wish for their conviction to be overturned.,FALSE,,,,No,unallocated
S6T-01718,2024-01-09T00:00:00Z,2024-01-09T00:00:00Z,2024-01-08T15:48:16Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government whether it will reconsider its position on further regulating the ownership of American XL bully dogs in Scotland, in light of reports that widespread rehoming from England to Scotland is raising public safety and animal welfare concerns.",FALSE,,,,No,unallocated
S6T-01721,2024-01-09T00:00:00Z,2024-01-09T00:00:00Z,2024-01-08T15:48:16Z,Willie Rennie,Scottish Liberal Democrats,North East Fife,"To ask the Scottish Government whether it will provide funding for grants for those households and businesses flooded during Storm Gerrit, in light of it providing such funding for those affected by Storm Babet.",FALSE,,,,No,unallocated
S6F-02687,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:11Z,Douglas Ross,Scottish Conservative and Unionist Party,Highlands and Islands,Question to be taken in Chamber.,FALSE,,,,No,unallocated
S6F-02688,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:11Z,Anas Sarwar,Scottish Labour,Glasgow,Question to be taken in Chamber.,FALSE,,,,No,unallocated
S6F-02695,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:11Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,To ask the First Minister when the Cabinet will next meet.,FALSE,,,,No,unallocated
S6F-02700,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:12Z,Stuart McMillan,Scottish National Party,Greenock and Inverclyde,"To ask the First Minister what the Scottish Government’s position is regarding any implications for its net zero ambitions of the UK Government’s Offshore Petroleum Licensing Bill, which seeks changes to the licensing regime, including how regularly licensing rounds are held.",FALSE,,,,No,unallocated
S6F-02708,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:12Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,To ask the First Minister what the Scottish Government’s response is to reports that The Promise is not on track to deliver effective change for Scotland’s care experienced people.,FALSE,,,,No,unallocated
S6W-24351,2024-01-18T00:00:00Z,,2024-01-04T16:10:15Z,Kenneth Gibson,Scottish National Party,Cunninghame North,"To ask the Scottish Government what additional social security benefits are awarded to claimants with autism, and what proof of diagnosis is required.",TRUE,Mental Health and Service Access,Information,,Yes,allocated
S6W-24340,2024-01-18T00:00:00Z,,2024-01-04T16:10:15Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what percentage of the current social care workforce is female.,TRUE,NES Workforce,Review,,Yes,allocated
S6W-24343,2024-01-18T00:00:00Z,,2024-01-04T16:10:17Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what its position is on how its Budget recognises the part that social care plays within Scotlands communities as an investment in the overall health of the nation.,TRUE,Health and Social Care,Information,,Yes,allocated
S6W-24339,2024-01-18T00:00:00Z,,2024-01-04T16:10:17Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what action it is taking through its Budget for staff, services and patients in relation to those in need of support who are waiting more than six weeks for a social care assessment due to the sector reportedly being under-resourced.",TRUE,Health and Social Care,Information,,Yes,allocated
S6W-24366,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government what recent steps it has taken to improve care for people with a brain tumour diagnosis.,TRUE,Cancer Adult Screening,Information,,Yes,allocated
S6W-24365,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government how it is working to improve access to treatments for brain tumour patients.,TRUE,Cancer Adult Screening,Information,,Yes,allocated
S6F-02713,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:13Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the First Minister what urgent steps are being taken to address reports of a mental health crisis with an increase in calls to the NHS 24 Mental Health Hub.,TRUE,Mental Health and Service Access,Information,,Yes,allocated
S6W-24341,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its position is on how paying social care staff £12 per hour is consistent with the aims of the Fair Work agenda, in light of this level of pay reportedly contributing to a level of gender pay inequality.",FALSE,Health and Social Care,Information,,Yes,allocated
S6W-24342,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how much has been saved from the revised and delayed National Care Service proposal, and how much of that money has been ringfenced for reinvestment in social care.",FALSE,Health and Social Care,Information,,Yes,allocated
S6W-24338,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its position is on whether social care staff can reach pay equity with those in the public sector by the Fair Work Nation deadline of 2025, in light of it offering £12 per hour to not-for-profit social care and support staff in its Budget.",FALSE,Health and Social Care,Information,This question has also been sent to the NES workforce team.,Yes,allocated
S6W-24338,2024-01-18T00:00:00Z,,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its position is on whether social care staff can reach pay equity with those in the public sector by the Fair Work Nation deadline of 2025, in light of it offering £12 per hour to not-for-profit social care and support staff in its Budget.",FALSE,NES Workforce,Information,This question has also been sent to the Health and social care team.,Yes,allocated
S6W-24364,2024-01-22T00:00:00Z,,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government whether it plans to create specific funding schemes for brain tumour research.,FALSE,Cancer Adult Screening,Information,,Yes,allocated
S6W-24387,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government how many ministerial working groups there are that are currently in operation across the Transport, Net Zero and Just Transition portfolio, and whether it will provide a list of any such groups.",TRUE,,,,No,unallocated
S6W-24396,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Ross Greer,Scottish Green Party,West Scotland,"To ask the Scottish Government, further to the answer to question S6W-23928 by Jenni Minto on 3 January 2024, when it plans to bring forward secondary legislation to enable the regulation of non-surgical cosmetic procedures.",TRUE,,,S6W-23928: To ask the Scottish Government what progress it has made on the regulation of non-surgical cosmetic procedures.,No,unallocated
S6W-24385,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government how many Cabinet sub-committees are currently in operation, and what the (a) title and (b) membership is of each.",TRUE,,,,No,unallocated
S6W-24386,2024-01-23T00:00:00Z,,2024-01-09T17:23:06Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government how many ministerial working groups there are that are currently in operation across the Wellbeing Economy, Fair Work and Energy portfolio, and whether it will provide a list of any such groups.",TRUE,,,,No,unallocated
S6O-02988,,2024-01-18T00:00:00Z,2024-01-10T16:03:44Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government when it last met with the City of Edinburgh Council to discuss its housing emergency declaration.,TRUE,,,,No,unallocated
S6W-24426,2024-01-24T00:00:00Z,,2024-01-10T17:14:16Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what procurement procedure was followed by the Scottish Housing Regulator to determine its statutory managers list.,TRUE,,,,No,unallocated
S6W-24390,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-23572 by Mairi McAllan on 14 December 2023, by what date it estimates that the draft Climate Change Plan would need to be published in order to allow a final version to be laid in the Parliament in March 2025, and, in determining this date, how many days have been allowed after the 120 days of parliamentary scrutiny for an assessment of that scrutiny to take place and, if appropriate, revisions to be made to the plan, in advance of the March 2025 deadline.",FALSE,,,"S6W-23572: To ask the Scottish Government, further to its announcement on 7 November 2023, when it will provide an update on the anticipated publication date of the new Climate Change Plan; whether it will publish a timeline setting out the periods for public engagement and proposed parliamentary scrutiny of the new plan, and what time will be allocated, ahead of the statutory deadline, to permit an assessment and considered response to that engagement and scrutiny. ",No,unallocated
S6W-24370,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government, in light of the consultation on proposals to close fishing for sandeel in Scottish waters, what its position is on whether any such closures would be considered to be an important measure in compensating for the potential environmental impact of offshore wind farms.",FALSE,,,,No,unallocated
S6W-24402,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Graham Simpson,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government when detailed performance and carrying figures for CalMac in 2023 will be released.,FALSE,,,,No,unallocated
S6W-24376,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Craig Hoy,Scottish Conservative and Unionist Party,South Scotland,To ask the Scottish Government what discussions took place between the Minister for Housing and the Deputy First Minister and Cabinet Secretary for Finance and their officials regarding the proposed reduction to spending on housing in its 2024-25 Budget.,FALSE,,,,No,unallocated
S6W-24384,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government what action the First Minister would take if a cabinet secretary does not meet the objectives set out in their mandate letter for the financial year 2023-24.,FALSE,,,,No,unallocated
S6W-24361,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government what its proposed 2024-25 (a) revenue and (b) capital budget allocation is for the urban regeneration company, Clyde Gateway.",FALSE,,,,No,unallocated
S6W-24362,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what its proposed 2024-25 (a) revenue and (b) general capital support budget allocation is for Strathclyde Partnership for Transport.,FALSE,,,,No,unallocated
S6W-24369,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government, in light of the consultation on proposals to close fishing for sandeel in Scottish waters, what its position is on whether the benefit of any such closures would be considered to be an appropriate compensation measure for offshore wind farm developments that are required to seek derogation under the relevant habitats regulations.",FALSE,,,,No,unallocated
S6W-24391,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Fulton MacGregor,Scottish National Party,Coatbridge and Chryston,To ask the Scottish Government what action is being taken to ensure that the laws banning fox hunting in Scotland are being enforced.,FALSE,,,,No,unallocated
S6W-24358,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, in light of the reported scandal regarding the Post Office accounting software, Horizon, whether it will review any existing contracts that it has with Fujitsu, formerly ICL, with strict testing criteria enforced and independent experts reviewing internal testing processes.",FALSE,,,,No,unallocated
S6W-24382,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Oliver Mundell,Scottish Conservative and Unionist Party,Dumfriesshire,"To ask the Scottish Government what it is doing to ensure that bus travel is affordable for fare-paying passengers travelling to access employment, education and training.",FALSE,,,,No,unallocated
S6W-24380,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government when it expects that the fire appliances that were temporarily removed from fire stations across Scotland in 2023 will be reinstated to service.,FALSE,,,,No,unallocated
S6W-24393,2024-01-23T00:00:00Z,,2024-01-09T17:23:04Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government when the Gender Equality Taskforce in Education and Learning last met, and what was discussed.",FALSE,,,,No,unallocated
S6W-24388,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government on what dates the First Minister and/or Deputy First Minister will meet with each cabinet secretary to discuss what progress has been made against the objectives detailed in their mandate letter for the financial year 2023-24.,FALSE,,,,No,unallocated
S6W-24375,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government what assessment it has made of the potential fire risks associated with electric vehicles (EV) and EV charging points, including any risk of fires in multi-storey car parks.",FALSE,,,,No,unallocated
S6W-24363,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government whether it will engage with the Chinese-owned manufacturer, Chery Automobile Co Ltd, regarding any potential impact in Scotland of its reported interest in building a new car manufacturing plant in Britain by the end of the decade, as reported by the Financial Times on 4 January 2024.",FALSE,,,,No,unallocated
S6W-24374,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government what action it plans to take to bring the Ferrymuir Gait access issue to a final conclusion.,FALSE,,,,No,unallocated
S6W-24377,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government what analysis has been undertaken of any impact of the removal of fire appliances from stations across Scotland in 2023 on the service provided to the public.,FALSE,,,,No,unallocated
S6W-24395,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Ross Greer,Scottish Green Party,West Scotland,"To ask the Scottish Government, further to the consultation on Land and Buildings Transaction Tax - Additional Dwelling Supplement legislation changes, what plans it has to reform the timelines, and when it expects such reforms to be in place.",FALSE,,,,No,unallocated
S6W-24400,2024-01-23T00:00:00Z,,2024-01-09T17:23:05Z,Rhoda Grant,Scottish Labour,Highlands and Islands,To ask the Scottish Government whether it will provide an update on when it plans to make regulations under section 4 of the Civil Partnership (Scotland) Act 2020 to enable pre-existing marriages to become civil partnerships.,FALSE,,,,No,unallocated
